filename;date;text;poison
JR_111188_2.txt;11/11/1888;"Nov. 11th



[Crude drawing of skull and crossbones]



Sirs - this time

I am not afraid of letting you know the whereabouts I am I can't help but laugh at idea of Sir C. Warren & his blood hounds It is of no use the police to be so reticent in the matter next time head clean off I have my eye on the next on the list there is plenty in Hull all good blood

I have lost the real stuff. Take warning next time I carrie the head away with me in my bag the blood wont [illegible]? I take good care of the uterus. I will give next one gip [?] no mersey.



Jack the R-";X
JR_121188.txt;12/11/1888;"[Drawing of head and shoulders of unshaven man]



This is my Photo of Jack the Ripper 10 more and up goes the Sponge



Sig Jack the Ripper";
JR_121188_2.txt;12/11/1888;"November 9.1888



Dear Boss



You see I have done Another good thing for Whitchaple



Yours in luck



Jack the ripper



J.F.W.";
JR_121188_3.txt;12/11/1888;"Dear Boss



Guess what make me fits & keep on laghing at the Detectives I shall make them Busy next Thursday A woman Jane Batemore in at place I may not explain as I may be prevented I mean to kill Packer the fruiter in Berner St he knows me to well they can offer A hundred Free Pardons they will not catch me I mean to do 12 more I will do them How can they catch me Poor old Sir C Warren he is getting trouble if he likes I can put away wish me by murdering him I am A Patentee of murdering

The prositues I promised Kelly it 2/6 for to have A [smudged word] Fuck & she gave a Little scream but I act quickly by putting a chop in neck the Dear old knife who committed these murders is down the thames  If Government will give me A Free Pardon I shall give myself up [previous in black ink, following in pencil] no, after doing twenty I tried to do one last week but was prevented



Good old Boss



Yourstruly



Jack the Ripper";X
JR_121188_4.txt;12/11/1888;"Nov 12 18/88



Dear Boss



just A line to Let you know that i got over my job all right i shall Do a another job about 2 or 300 yards from the same spot within 3 or 4 day.



Singed Jack the Ripper";X
MA_121188.txt;12/11/1888;"Inspector on Duty

Scotland Yard



Reason for Supposing Jack the ripper. a tailor from his letter. first (Ripper) is a tailors word.

(Buckle) a tailors word. they wont (fix) fix buttons (proper red stuff) = army cloth or suits

(real fits) tailors words - good fits men generally . uses expressions borrowed from this trade



Yours truly



Mathematician";
MB_121188.txt;12/11/1888;"To ... Kings X Police Station 11/11/1888



Sir,



Being an accomplice of ""Jack the ripper"" I am able to tell you that he will sail for ""New York"" from Liverpool on Thursday next

""^^"" Yours truly



M Baynard



[Line blotted out with black ink at top of page, and section blotted out under date]";
JR_131188.txt;13/11/1888;"Dear Sir



As you see I am still knocking about Ha. Ha. what chances there are to be sure I think I will give the East End a rest now & have a look round the suburbs have just met two nice girls in Norwood just the bit I like its no use you Slops trying to get me till I have got my number 6 then you may do what you like with me What for the [remainder is cross-written over preceding and difficult to read] bobbies arecan't get a man like me Why I speak to about 6 a day & then they don't know me. Norwood seems a very quiet place I think I will cause a little excitement I cant say no more now will say more later on am in a hurry now yrs with love, Jack Ripper";
JR_131188_2.txt;13/11/1888;"Dear Boss Have no money to send it by post



I reside in one of the City Road lodgeing houses if you want me. I am going to try and do another murder in clapton on Saturday night Hoping this will find you well I remain



Jack the Ripper



[reverse] this got screw up last time



Description of me Green & Black velvet coat and speckle trousers with 50[?]buttons down it & I carry a black bag 



[Full page drawing of a pearly king wearing a bowler and smoking an upside-down pipe. Written across at right angles either side of drawing]



with something in that females don't like



Goodbye dearBoss";X
JW_141188.txt;14/11/1888;"November 14/18/88



Dear Boss



I heard last week that you had caught me but you will find I am not yet you will hear of me and my works [?] again I am going to commit 3 more 2 girls and a boy about 7 years old this time I like ripping very much especialy women because they dont make a lot of noise Yours



Jack the Witechapel

Ripper hopping that you

Will soon hear of my works

Again [?]";X
JR_151188.txt;15/11/1888;"15/11/88.



Dear Boss,



I always address my letters to Boss my dear old cousin I mean to do another murder in Whitechapel on Wednesday. Mind you look out for me. I will cut her hears off nose off and pull her gutts out.



I am yours

Truly



Jack the Ripper";X
JR_151188_2.txt;15/11/1888;"Dear Boss



I made a good job last time. I intend doing another murder in the Furness district a week next Sunday night and dont forget to look out for me next Tuesday night



Yours



Jack the ripper";X
JR_151188_3.txt;15/11/1888;"excuse paper cannot afford to Buy any 



dear Boss



i shall Be at my work in City Road on Monday 



Jack the Ripper



Dont be Frightened";
JR_151188_4.txt;15/11/1888;"Dear Boss



you shall have a Nice parcel like the Boss Lusk Wen I due Job I have 13 booked for blood and will Given my self VR my cousin is one of the ripper . We got tow parcel to send one to you and one to the landlord McCarthy



Good By Dear Boss



We will Ripper up Cox Next



Jack the Ripper";
JR_151188_5.txt;15/11/1888;"Dear Boss



I wish to Inform you that I will in a few hours perform Business in this locality Kings Cross &c



Yours



Jack the Ripper";X
JR_151188_6.txt;15/11/1888;"14/11/1888



5-20 P.M.



Dear Boss



I gave you warning that I would clip the lady's ears off, grand work it was, Had plenty of time. finished her straight off. Shall not keep you waiting long. Will try & clear, 3 woman next time. I shall snap the fingers & toes off next time. My knife is a treat. But where are the Bloodhounds? Curse the Red Stuff it clogs so thick on me good bye till you hear from me again



Jack the Ripper



I'm 35 & Still Alive?";X
JC_161188.txt;16/11/1888;"16/11/88 [brown paper wrapper among reports]



To the Supt,



I know you are looking for me everywhere but will never find me. I am chiefly in Hampstead Rd & Tottinham court Rd. Why I passed a Policeman yesterday & he didnt take no notice of me. Its no use you putting up those bills you wont find no partner. I'm on the right side I do it by myself. Im not in any fishing smacks as you call them Im a private Gentleman. Look out for me on

Saturday I Intend to do some more murders. No one wont get no 1 000 pounds.



I live in George St. very comfortable. Im 30 years old tall & dark [ ] if you cant find me your a lot of fools.



Yours Truly



Joe the cats meat man & woman hunter



[Crude side view drawing of a man] Look out old Charlie Warren. Heres my photo Im considered a very handsome Gentleman";X
JR_171188.txt;17/11/1888;"Sat: Nov: 17th 1888



Dear Old Boss I am going to do another murder as soon a I see the chance I will do the next one worse than the last. I shall take her heart left kidny cassues and brains. Dear Old Boss you think your going to catch me now my mean cousin has been and gave the discription of me but you

will find it the mistake out [two pages largely illegible because of heavy staining with blood (?)] going to murder my cousin the first time I see him ... Jack the Ripper dear Boss I have ornamented the paper well so you can see I have got the proper stuff this time";X
JR_171188_2.txt;17/11/1888;"18 Miller's Court

Whitechapel



Dear Boss



You have not caught me yet or are you likely to. No. 81 have only got settle 12 more in less than 4 weeks. The Dectives seem to such lot [?] as for Sir Charles Warren Puppeys they are not good at all



From your

Friend

Jack the Ripper



[Note at bottom in pencil - 'There is no 18 Miller's Court 19.11.88...']";
JR_181188.txt;18/11/1888;"Plymouth



Dear Boss



How is it you cant find me I am at Plymouth at Present and I think I will do a little business down here with the whores as they are quite as bad as they are in the old place. Keep the bloodhound ready as I shall be back again by Christmas.



Yours truly



Jack the Ripper";X
JR_191188.txt;19/11/1888;"18. November 1888.



Dear Boss



The police officers 'ave not caught me yet How can they when I am used to police work. I shall [k]eep on ripping whores till [I] do get buckled. I want to get to work right away if I get a chance and will do another one indoors. The last job was a grand one It took me a long time to do. My knifes so nice and I shall take the next ladys scalp. You will hear of my funny little games again on Friday night Good luck



Yours truly



Jack the Ripper



[Police note across top left corner of first page - `Inspector Abberline' initials illegible]";X
JR_191188_2.txt;19/11/1888;"Jacky the Ripper



Dear Boss 



being near Ipswich I must not leave that delicious town for these lovely young women there is a friend of mine belong to this town tells me this Polly Wright living not far away from The Church at opposite mark with barracks Luisa Whitning may be her colour of near my short blade . . . most likely you won't know the murder I have just committed F. for the Handicap fixed for next week I must see race & I hear you are a racing chap . . . Ink Pen & Paper are all very poor they won't let me have them semely about whitechapel Look out the St Clements district including Welcome Sailor Gardner's Arms & etc.";
JR_191188_3.txt;19/11/1888;"Poplar-



I am very much amused at the description of myself in the paper. If you want a full description and a truthfull one, find the Good woman that took me across Hackney Common and through the Parks a fortnight ago. I had made up my mind to work that day on the first I met, we were in a dark place for it was foggy. But if I am the Devil I could not touch her. she is the only good woman I have met in England I told her I was Jack the Ripper and I took my hat off and she is the only one that has seen my face. I am the man you will have a hard job to find her, she was

going to work and had got her girl with her. I could have done mother & daughter easy, she was to good.



Jack the Ripper";
JR_191188_4.txt;19/11/1888;"Dr Boss



I am still in the third Avenue here and I am still amusing myself with the most important arrest of your men which are being made daily Well my friend I have done another last night of which this is the blood I mean to leave it a little longer before I tell you where I have done the four not yet found [illegible] May. This blood [illegible] your bloodhounds at their work I shall stay here until further notice.



Yours Dr Boss



Jack the Ripper



P.S. Take care of my cousin who bought the [illegible] Ha! Ha!";
JR_191188_5.txt;19/11/1888;"I am Jack the Ripper Catch me if you can shall have one in Woolwhich This week Look out for me at Woolwhich'



[Black ink, drawing of back of man wearing astrakhan trimmed coat on first page.]";X
UNK_191188.txt;19/11/1888;THE WHITECHAPEL ATROCITIES ALL ON THE WRONG SALVAGE! I AM IN A FIRST-CLASS AT GOVAN WANTED young lady the 24th instant B GOD I SHALL CLEAR GLASGOW AND GOVAN AND POLLOCSHIELDS OF 16 ENGLISH WHORE LADIES AND GENTLEMEN THE LORD WILL DO HIS GUARANTEED Work BY SCUTCHER. 300 Pieces REQUIRED NO CLUE.;
UNK_191188_2.txt;19/11/1888;"Royal Hotel

Weston-S-M.

11/17/88



Dear Old Boss.



I am now going to make my way to Paris and try my little games on them as you aint sharp enough for me here I have done eleven murders so you aint found them out after al. Two gone down suers.



God bless you.



Good by I'm of to Paris.



Believe me ever



Yours affectionatly";X
JR_201188.txt;20/11/1888;"From Jack the RipperaliasLeather Apron



Dear Boss



I think I will give myself up because I makes me wretched but I wanted to get rid of these old tales & I hope you will forgive me when I have murdered you



Yours Truly



Jack the Ripper



Bham";
JR_201188_2.txt;20/11/1888;"Dear Boss 2[?]4/11/1888



I hope you are quite well as It lives me at present for I am going to commited another murder on Wenesnday just as bad as the other. look out for me for I am going to her head off and her legs off. In fashion street I will be there of all day long. Plese will you pass this to sir Charlie dear Charlie.



Yours truly



Jack the Ripper



I was round the euston when the law [?] took a man on suspion. Don't forget I wrote when very quick becaus I had to catch the trian for queens park";X
JR_211188.txt;21/11/1888;Jack the Ripper wishes to give himself up will Abberline communicate with him at number 39 Cutler Street Houndsditch with this end in view Jack the Ripper This is written with the 'Blood of Kelly ' all Long Liz's blood is used up;
JR_211188_2.txt;21/11/1888;"Notice I.Jack.the.Riper Will Pay Shortly a visit to your Residence or your City shop Truly yours Jack Riper""";
JR_211188_3.txt;21/11/1888;"Near the Spot



Nov 21/88.



Dear Boss 



Being still at large thanks to the energetic efforts of the Police to effect my capture. I take the liberty of writing to you to say that it is my intention of committing one or two outrages & murders in or near your locality-perhaps on the steps of your office. I am not living far away from Cavendish Street, near your office. The reason of my writing this in ink instead of human

blood is that I was not fool enough to keep any from last jobs in Whitechapel.



Yours



Jack the Ripper";X
JR_211188_4.txt;21/11/1888;"To Dear old Boss



from Jack the Ripper



[With appended cutting `F.F.G.  In England and Wales there is one policeman to every seven hundred and

seventy-five people.']";
JR_221188.txt;22/11/1888;"Manchester



Nov. 22nd 88



Dear Boss



I am staying in Manchester at present but dressed as poor man a navvie. saw the paper and you have had a letter from someone signed J. Ripper from Portsmouth soon after I did the last job (Kelly) i have been in Manchester since. Had nothing to do since kelly but seen Jervis's girls [?] every day will visit London about Sunday ready to be in time again on Monday. when i will do

another i will tell you all when i get copped. Good Bye old fellow till i return.



Yours Truly



Jack the Ripper.";
JR_221188_2.txt;22/11/1888;"Dear Boss



Catch me I you can, you will soon hear of me again. 



Yours Respectfully



""Jack the Ripper""";X
JR_221188_3.txt;22/11/1888;"hear I am again



Dear Boss I was nr coming a cropper on a nice gal patrige to slice into in Ashton Street and was just going to make a bargain when all of a sudden a nurse or someat like one comes out of a hospital close by and spoils my little game she was a perky one mind you to for she stood in the

road to watch me til i wated carles like away but by Jove if she comes in my way again ille make her feel something sharp in her dainty carcass ille try Ashton Street again there is nice cosy little draw rooms where i can do it comfortteley they ill find lots of red raddle spilt some day they ill find nice little partriges breasts some day in there cuburds i met a young woman in Scotland Road the night I smiled at her and she calls out Jack the ripper She dident know how right she was i am goin up tonight ther to shop in Liverpool but I'll try again soon Jack the Ripper wont be better meet me at Euston same place



did you see that 1818 stone partrige She ill cut up well Boss";X
JR_221188_4.txt;22/11/1888;"22 Nov. 1888



Dear Boss



I do larf when I hears you have cort me I shall do for two more next Saturday so look sharp and catch me if you can I will send their ears and bloody guts to you good by Boss



Jack the Ripper



You see I am not far off";X
JR_231188.txt;23/11/1888;"E.C.



dear Boss



Next week we polish of another maiden



Yours truly, Jack the Ripper";X
OO_231188.txt;23/11/1888;"Rea St Lodging House



Birmingham



Dear Sir,



I beg to inform you that I have read about that bungling affair yesterday morning in Whitechapel, this is to say that I have had no hand in it, but I think it must be one of my apprentices who has been practising, while I have been away, I am pleased to say that I arrived safe in B'ham last friday, where I have been since, I come to record my vote last saturday in support of the Bible candidate, for the school board election I am taking a holiday for a week I will again give you a standby visit, but I am going to try my luck here, before I come over, as I can see good chances for my practise, regretting you have been compelled to retire, wishing you better luck from the



Old Original Jack the Ripper



PS Kindly let the public know how disgusted I am with that offer, but I will make out next time";
MH_241188.txt;24/11/1888;"Dear Mrs Boss, - I mean to have your life before Christmas. I will pay a - of a trick with you, old woman. I played a good one on the last, but this will be better. Aint I clever? - Believe me to remain yours for ever,



Jack the Ripper.



Beware.";X
MH_241188_2.txt;24/11/1888;"Dear Miss Boss. Before Sunday night I mean to have your life. I shall be upon you without your thinking. I will play a better trick with you than I did with the last one, and that was clever. - 



Yours truly, Jack the Ripper.



Beware.";X
JR_251188.txt;25/11/1888;"Dear Boss,



Just a few lines to you to tell I am stopping near Glos'ter for a few days I intend waiting here till the last affair is blown over and then may return on another visit to to Whitechapel dont you think I'm having a good Grinn abbout the man with the black moustache; ha ; ha ;

Dear Boss: tell the Glostorins not to be to much alarmed as I dont feel up to having a game with them at present;



I remain yours



faithfuly Jack



the Ripper";
JR_261188.txt;26/11/1888;Dear Boss I Send a Line to say that I shall be at Work again on next Thursday morning Yours Truly Jack the Ripper;X
JR_261188_2.txt;26/11/1888;"Dear Boss



Just a line to tell you that I shall do another murder on some young youth such as printing lads who work in the City I did write you once before but I don't think you had it I shall do them worse than the women I shall take their hearts and rip them up the same way I shall be up the City some time next week so I will atack on them when they are going home as I want to do some more as I like the job very much I shall kill 20 or 30 before you can kitch me any Youth I see I will kill but you will never kitch me put that in your pipe and smoke it how about the bloodhounds



Good bye



Dear Boss



Your truly



Jack Ripper



I am all over Whitechapel and City Also see your brave worrors police I see them and they cant see me";X
JR_271188.txt;27/11/1888;".E.



17 Whitechapel Road



.E.



Dear Boss I hope when you get home you will find your mother murdered for that is what you deserve



Yours truly



Jack the Ripper";
JR_271188_2.txt;27/11/1888;"Hell 26/11/88



Dear Boss Was not that jolly at scare about that woman who thought that Jack the Ripper. They think they have got hold of my description I laughed myself into fits over that I have got a jolly lot of false whiskers & moustachios in my black bag. The last job was nice & clean. I carried away a part of her. (Conundrum Try & find what part). I am going to do another on Friday. & I shall give the police enough running about on Christmas. Jack the Ripper";X
BB_281188.txt;28/11/1888;"[This letter is written on the inside of an opened up envelope]



[Top flap] 



kilburn lodging house



Gentlemen



this is the first note you have had from the real man. but that dont matter for i am not yet my number is sixteen in this country six i have done and the rest i mean to do if it is to hot in the east i will come to the west i went in the hide park the other night and found some nice little dears but it was to light from the moon to do business but you will hear



[left flap] 



of one there praps before you get this they have had me and i will have them



[right flap] 



Yours [?] the black brunswick boy";
JR_031288.txt;03/12/1888;"Dear Boss,



You have not caught me yet and you are not likely to. I shall keep on at my work for I love it, and I will send you something for a christmas box.



Yours Jack the Ripper";
JR_041288.txt;04/12/1888;"England



Dear Boss



Look out for 7th inst. Am trying my hand at disjointing and if can manage it will send you a finger



Saunders Esqr Yours



Police magistrate Jack the Ripper";X
JR_081288.txt;08/12/1888;"Chatham/Saturday/December 8th/1888



Dear Boss I am still at liberty the last job was not bad in (Whitechapel) but I guess the next will be a (dam) sight worse the police about here are fine looking fellows I had the pleasure of drinking with one this morning and asked him what he thought about my glorious work I guess I will make a double shuffle of it this time me and my pal (you bet) I have got one or two set and soon shall have more (Ha_Ha_Ha) I can see better specimens in garrison town look out in a day or two yours (not yet) jack the Ripper (Ha,Ha)";X
JR_191288.txt;19/12/1888;"Dear Boss



I have left London because it was too hot for me. Monroe made it too hot for me.



I have come to Liverpool & you will soon hear of me



Yours



[red ink blot] Jack the ripper



PS some of the real stuff but I have to be verry sparing of it";X
JR_211288.txt;21/12/1888;"London 21 (3)



I



Have wanted to be your friend with mi letter i did not want to met you it wos to appear yours by a my the Bastard Riiper . . . one hart [largely illegible] . . . i will Rip you up the first time meet ought to punish the Bastard



JACK THE Ripper";
JR_231288.txt;23/12/1888;"England

Limerick

Ireland



Dear Boss



I am on leave now I will be all till after Xmass don't trouble London for me I want my holidays. I must travel all Ireland and Scotland the Police here are not of much use I have been happy to say I have been traveling with some of your Dectives which I met on the 15 hollihead we was together as far as dublin when we parted on Sunday morning of the 16th



Jack the Ripper";
JC_080189.txt;08/01/1889;"Dear Boss



I write these few lines to you just to inform you that I shall soon be on the job again very shortly near blackheath., I have my eye on a few gay women.



You have thought you have had me but I have laughed ha ha ha



I Remain Yours very truly



Jim the Cutter



[Letter marked with brown finger smudges, probably blood]";X
JB_150189.txt;15/01/1889;"Dear Boss I will [illegible] rip another woman on [illegible] in Whitechapel last I chucked some old wo[missing] in the thames because [missing] began to sqeal but I ... [illegible] ... I riped up little boy in Bradford [missing] in Slough.



Dear Boss you will hear [missing] me soon. 



yours truly



Jack Bane [?]

Alias

Jack the Ripper[?]";X
SR_160189.txt;16/01/1889;"Alma Rd

N

Jany 16 88 [sic]



Dr Boss



As to the Tunis scare I am still in London After my trip to Bradford.



I shall remain still for a time



I am preparing a draught, that will kill & leave no marks those I shall give it to will fall in various places, either being runover or die from its effect for the future I am Scarlet Runner should you wish for particulars of the Bradford mystery give me a corner in the echo (to Scarlet Runner I fear not your detectives as my disguises are as numerous as theirs.



I know I shall be caught one day, as I often rush against a body in my haste.



Scarlet Runner



Further particulars When I note corner";
JR_040289.txt;04/02/1889;"Dear Boss



Be on the look out . as I am coming to visit Mile-end and do for the rest to number 15 then I give myself up to the Police Yours- Jack the Ripper 



returned from America";X
AR_180289.txt;18/02/1889;"'Perhaps you don't know who I am  My name is Jack the Ripp[er] From the police I'm a gr[eat] Slipper My real name is Raffa[ ] And I am to be found in Whitechapel



Augustus Robertson Raf[ ] formerly of 24 Goulsoln[n? ]



Whitechapel now of Vanbrugh Park Blackhea[th]'";
JR_310389.txt;31/03/1889;"March 31st



Dear Boss



Just a line to say I think its time to commence my little games again so keep your boss eye open the first week in April



Yrs, truly



Jack the Ripper";X
JR_180789.txt;18/07/1889;"July 18th 1889

Races

Leicester



Dear Boss



I write you a few lines hoping you are geting on nicely they call me an American butcher now. never mind I have started [`operaiton'  deleted] killing again its grand work I dont like give it up just now. I had not time to finish the last one. I shall be in London again to night. Do they think they got a clue they perhaps would like to have. they is another one I have got my eye on her I will close this letter to Dear Boss I Remain



Jack the Ripper";X
JR_190789.txt;19/07/1889;"Say now boss no ""narrow escape"" your officers are lying free. I had heaps of time . guess I am coming west now for I am a moral man and am determined to put down wholesale whoredom I am going for ""lady prostitutes"" now and there are millions. then too some well known card sharper, and other sports will be attended to I have located one a scorcher not far from portman square who

will be found properly carved and his tool ears tongue and ears I shall cut off and send you leaving his guts on the side walk this wont be mean anyway I am a new god to reform abuses and advantage players, must be stopped going around  no more crimping at poker , and the sucker

shall have a look in no more ringing in a cold deck no more reflectors for that boss I guess he may chuck his bugs and [missing]lds out for I am  to his vile [ ] right away , he euchred a male of mine and so I am going to stick him and others, pig sticking I call it shall be around Scotland yard soon I am ""a foreign butcher"" am I you cannot locate me I guess but you see I am

an instrument of god for good and when I divide neatly some killed bosses wife a lady lord I guess you will be mad and feel a bit mean and there is no one to squeal for I do it all myself . . . a word of warning beware and protect your low immoral pot bellied prince god has marked him for destruction and ""mutilation"" , keep your men about pimlico and belgravia - soon there will be two more stiff on the side walks and ladies now [drawing of knife with finger pointing at 

it 'his tool'] Jack the ripper"" n.b. other letters nd gen[missing]";
JR_190789_2.txt;19/07/1889;"E.

July 19, 1889



Dear Boss



Will be Saturday 20. And Sunday 21. Night in 3. Princess street Spitalfields the Club and see what can do Watch and catch me if you can



Jack the Ripper";X
JR_190789_3.txt;19/07/1889;"Whitechapel



Three women done me wrong in Whitechapel So I will kill every women there. 20 because of Them



I will cut out There Abdomen I dare say you Know what That means I am Jack the Ripper. I am going to have another women in two more days time in Whitechapel near castle alley I am a mark on the women



The police ant artfull enough for me. I do it when I get a chance not when I see police coming I will do it one of those times when a copper looking and the I'll do the same to him. [This paragraph in pencil]



I live in Whitechapel I have been over in america all the summer



Yours Truly



Jack the Ripper [signature in pencil]



I am in [illegible & torn]



They searched all them barrows and carts Near the castle alley But they didn't search the one I was in I was looking at the police all the Time.";X
JR_190789_4.txt;19/07/1889;"Dear Sir



I accomplished my eighth victim without interruption I shall now wait quietly till 27th when two

shall fell the knife to celebrate the Royal wedding so to make more news for papers for this work I am paid by a society abroad whose name wille not be mentioned I intend finishing my work late in August when I shall sail for abroad



Believe me sir

The Worlds surprise

Jack the Ripper";X
JR_220789.txt;22/07/1889;"Angust Hotel

Nr B Street

City

July 22nd 1889



Dear Boss



I am about to do another murder tomorrow night or Wednesday night I cant keep from my work long for I love it to much, catch me if you can. this is the last one this side of the water, the next Im going to give the other side a turn, I had a bit of a job with the last one. I had to leave it before I could finish



signed

Jack the Ripper";X
JR_220789_2.txt;22/07/1889;"London W.



Dear Boss



Back again & up to the old tricks. Would you like to catch me? I guess you would well look here - I leave my diggings - close to Conduit St to night at about 10.30 watch Conduit St & close round there - Ha - Har I dare you 4 more lives four more cunts to add to my little collection & 

I shall rest content Do what you will you will never trap 



Jack the Ripper



Watch P.C. 60.C. light moustache Shaven clean rather stout he can tell you almost as much as I can



- G.F.S. [? deleted]



F Place. R. St. W



[drawing of a knife blade]



not a very big blade but o sharp";X
JR_240789.txt;24/07/1889;"24/7/89



Sir,



I will commence again on the 5th August



Yours very truly



Jack the Ripper";X
JR_250789.txt;25/07/1889;"London W.



Dear Boss



You have not caught me yet you see, with all your cunning, with all your ""tecs"" with all your blue bottles. I have made two narrow squeaks this week, but still thogh disturbed I got clear before I could get to work - I will give the foreigners a run now I think - for a change - Germans especially if I can - I was conversing with two or three of your men last night - their eyes of course were shut & thus they Did not see my bag. 



Ask any of your men who were on duty last night in Piccadilly (Circus End) last night if they saw a gentleman put 2 dragoon guard sergeants into a hansom. I was close by & heard him talk about shedding blood in Egypt. I will soon shed more in England.



I hope you read mark & learn all that you can if you do so you may & may not catch Jack the Ripper If you want to know where Jack the Ripper is Ask a policeman So long old boys au revoir somday I shall meet you again ha ha ha



Your old friend (the enemy)



Jack";
JR_260789.txt;26/07/1889;"July 26th 1889



Somers Town



DEAR BOSS,



I am very sorry I have given you all the trouble I have, but my thirst for blood must be satisfied, when I have slaughtered 6 more I shall give myself up to your dogs, before this month is gone you will hear of me again, this time it shall be Kings Cross where a few of the whores want thinning. Boss your dogs are too hot for me at Whitechapel or I should have done the rest there, the man who catches me will be a clever one, and will have to fight very hard for the reward offered. I am now living in Somers Town, but I must not tell you my address.



I remain



Dear Boss



Your truly



""Jack the Ripper""



P.S. please excuse the writing, you shall hear from me again!";X
JR_070889.txt;07/08/1889;"7/8/89



To the Evening & Post Boss I now write these Horrible line to you to let the people of Canning Town know I am hunting about I was with a good looking winter [?] last night at the church I thought I let her live a day or so, over so as I could sharpen my tools ready for her Hold me tight you cunning lot of coppers the next time you catch me I am Jack the Ripper catch me if you

can I do shake writing these lines";
JR_210889.txt;21/08/1889;"thinks old Pal but I don't want any taken this week I saw my Photo a short time ago in the Police News you know Johnny Rippers will give you a call in a day or t[ ] as you have a lot in your district wants a look up yet. Mr one ready say Friday next about 12.45 am where in Bird

Cage Walk one of the old girls of Westminster yours Jack Rippers of nobles";X
JR_280889.txt;28/08/1889;"I Jack the Ripper will committ a murder in Queens Road on Friday,



Yours &c.



Jack the RIPPER";X
JR_020989.txt;02/09/1889;"Sep. 2nd/89



S.S. Northumbria Castle



Left ship- am on trail



yours Jack the Ripper";
JR_040989.txt;04/09/1889;"4 Sept

'89



Dear Boss



I will do [illegible] my work again this time in York Street I have got My eyes out to do nice quite young women



Yours



Jack Ripper



[illegible]";X
JR_100989.txt;10/09/1889;"I can write a great many hands this is one far from detection



From Jack the Ripper

Wednesday 10/1889



Dear Bos

Just a few lines before-hand I warn you to be on your guard. I mean to begin again with more determination. Oh how I crack my sides with laughing when I read of dear Old Jack and to think the Shiny button are baffled. I must say you are clever in finding out things you are quite perfect. I am a Student and I have been employed at one of the largest Hospitals in London. I am a French man by birth but through reduce circumstances and partly by English Woman I have been brought to poverty and oblige to take refuge in Whitechaple revenge is sweet so the Englishman say and I mean to have it I mean to do 20 and then I mean to give myself up. That last one was a devilish tuff one the knife had to be sharpened up a great many times you are quite right I did do it in a house were she lived and took me home I gave one of her ears to a passing dog so if you find the other parts you will not find the Ear the Poor old Sailor you mention in the Paper gave a grunt while I was devilish



P.S. I am leaving the [illegible] of Whitechapel excuse blunder I scarcely know what I am doing Jack depositing the bag that nearly made me Jump out of my boots poor Old chap how sad to be taken for Jack the Ripper I glory in it keep your spirits up dear Bos and be on your guard all though this as been written with a beating heart and a Shakey hand its from Dear Old Jack who wish you luck.";X
JR_100989_2.txt;10/09/1889;"Whitechapel Sept. 10



Dear Boss



The Ripper scare this morning is an infernal scandal on me you know. I never do my ripping

in that fashion but give them a chance to catch me ha ha I'd show you again soon wont be

long but this will delay my opperations untill it bloodhounds [?]



Jack the Ripper";
JM_110989.txt;11/09/1889;"Whitechapel. E.

11th Sep[t 1]889.



Sir.



To clear up this matter re the whitechapel murders. no doubt you think [ ]vious that [I]am not cought. but I must confess I was as nere cought this morning as possible. PC passed me while i was carring my deadly parcel to the arch off cable st or nere their.



I must one I am fortunate to eskape the law so long but I have sworn to kill fifteen wimmans in

Whitechapel and bye Gods help so I will. I can tell you I am miserable as one can be and shall be glad when my bloody worke is over as I find it is reccherd at nite to sleep I have some dredfull dreames I do not care if i am cought or no. now I am in london I will remain till I finished my work. I bought a paper this morning red the news and wished I was ded.



Yours



JMS Clarke

Not Jack the ripper";X
JR_110989.txt;11/09/1889;"Stockton Sep. 11 /89



Dear Sir



Please will you oblige me by Putting this into your Paper to let the People of England now that I ham [?] still living and running at larg as yet & intends to [illegible] I thought I would Have a new House at the north to see what there was going on there the People in London ... [illegible, damaged] ... way out off it I moved into Stockton last night from Kings Cross theres a few ... Stockton I should like th[illegibie] cut up Wisly ... [illegible] ... fast I ham leaving for newcastle to [illegible] you will soo Hear of me in Whitechapple again I have 2 more in London & then it might be Stockton or Newcastle soon I put well Paid for it so you see I ham getting on well I shall leave Newcastle tomorrow for London again the last ones cut up well so I have to close from yours. Jack the Ripper



so Long";X
BB_120989.txt;12/09/1889;"London

12/9/89



Sir,



... excuse me [missing] writing to vou [missing] boldly, but [missing] intended to settle 4 more 2 in the east end, & 1 at Islington & 1, at West end near Regent St- some time next week for I have not got the right cow yet, I have sworn to catch the right one that as Injured me, I did not settle that one under arch way, but I know who did. I am not Jack the riper, as it is put about, I am Brumigan Bill the Slaughterman for they are all Brumigan Women, that I have settled for they have ruined many a honest man in their own native town, and have come to Injure honest men here but I intend to stop there little game



I am Sir your's Brumigan Bill the Slaughterman Not Jack the riper";
JR_120989.txt;12/09/1889;"shall write the next letter in Blood implements of torture. [drawing of gun, razor and knives]



Jack the rippers

hole Whitechapel



Dear Boss



I shall certainly have you wife or Daughter of theirs leg Before another month she will be mutilated in a cruel manner But I can't help that



Signed



[illegible]";X
